year,round,event,driver,team,quali_position,best_quali_time,gap_to_pole,teammate_quali_gap
2023,6,Monaco Grand Prix,NOR,McLaren,10,72.254,0.88900000000001,-0.14099999999999113
2023,6,Monaco Grand Prix,PIA,McLaren,11,72.395,1.0300000000000011,0.14099999999999113
2023,6,Monaco Grand Prix,ALB,Williams,13,72.527,1.1620000000000061,-0.5859999999999985
2023,6,Monaco Grand Prix,SAR,Williams,16,73.113,1.7480000000000047,0.5859999999999985
2023,6,Monaco Grand Prix,BOT,Alfa Romeo,15,72.625,1.2600000000000051,-0.8979999999999961
2023,6,Monaco Grand Prix,ZHO,Alfa Romeo,19,73.523,2.1580000000000013,0.8979999999999961
2023,6,Monaco Grand Prix,MAG,Haas F1 Team,17,73.27,1.9050000000000011,-0.009000000000000341
2023,6,Monaco Grand Prix,HUL,Haas F1 Team,18,73.279,1.9140000000000015,0.009000000000000341
2023,7,Spanish Grand Prix,VER,Red Bull Racing,1,72.272,0.0,-1.0619999999999976
2023,7,Spanish Grand Prix,PER,Red Bull Racing,11,73.334,1.0619999999999976,1.0619999999999976
2023,7,Spanish Grand Prix,SAI,Ferrari,2,72.734,0.4619999999999891,-1.3449999999999989
2023,7,Spanish Grand Prix,LEC,Ferrari,19,74.079,1.806999999999988,1.3449999999999989
2023,7,Spanish Grand Prix,NOR,McLaren,3,72.792,0.519999999999996,-0.8900000000000006
2023,7,Spanish Grand Prix,PIA,McLaren,10,73.682,1.4099999999999966,0.8900000000000006
2023,7,Spanish Grand Prix,GAS,Alpine,4,72.816,0.5439999999999969,-0.2669999999999959
2023,7,Spanish Grand Prix,OCO,Alpine,7,73.083,0.8109999999999928,0.2669999999999959
2023,7,Spanish Grand Prix,HAM,Mercedes,5,72.818,0.5459999999999923,-0.6290000000000049
2023,7,Spanish Grand Prix,RUS,Mercedes,12,73.447,1.1749999999999972,0.6290000000000049
2023,7,Spanish Grand Prix,STR,Aston Martin,6,72.994,0.7219999999999942,-0.5130000000000052
2023,7,Spanish Grand Prix,ALO,Aston Martin,9,73.507,1.2349999999999994,0.5130000000000052
2023,7,Spanish Grand Prix,HUL,Haas F1 Team,8,73.229,0.9569999999999936,-0.8130000000000024
2023,7,Spanish Grand Prix,MAG,Haas F1 Team,17,74.042,1.769999999999996,0.8130000000000024
2023,7,Spanish Grand Prix,ZHO,Alfa Romeo,13,73.521,1.2489999999999952,-0.45600000000000307
2023,7,Spanish Grand Prix,BOT,Alfa Romeo,16,73.977,1.7049999999999983,0.45600000000000307
2023,7,Spanish Grand Prix,DEV,AlphaTauri,14,74.083,1.8109999999999928,-0.39400000000000546
2023,7,Spanish Grand Prix,TSU,AlphaTauri,15,74.477,2.2049999999999983,0.39400000000000546
2023,7,Spanish Grand Prix,ALB,Williams,18,74.063,1.7909999999999968,-0.6359999999999957
2023,7,Spanish Grand Prix,SAR,Williams,20,74.699,2.4269999999999925,0.6359999999999957
2023,8,Canadian Grand Prix,VER,Red Bull Racing,1,85.858,0.0,4.899000000000001
2023,8,Canadian Grand Prix,PER,Red Bull Racing,12,80.959,-4.899000000000001,-4.899000000000001
2023,8,Canadian Grand Prix,HUL,Haas F1 Team,2,87.102,1.2439999999999998,5.424000000000007
2023,8,Canadian Grand Prix,MAG,Haas F1 Team,14,81.678,-4.180000000000007,-5.424000000000007
2023,8,Canadian Grand Prix,ALO,Aston Martin,3,87.286,1.4279999999999973,5.802000000000007
2023,8,Canadian Grand Prix,STR,Aston Martin,13,81.484,-4.374000000000009,-5.802000000000007
2023,8,Canadian Grand Prix,HAM,Mercedes,4,87.627,1.7689999999999912,-0.26600000000000534
2023,8,Canadian Grand Prix,RUS,Mercedes,5,87.893,2.0349999999999966,0.26600000000000534
2023,8,Canadian Grand Prix,OCO,Alpine,6,87.945,2.086999999999989,5.0589999999999975
2023,8,Canadian Grand Prix,GAS,Alpine,17,82.886,-2.9720000000000084,-5.0589999999999975
2023,8,Canadian Grand Prix,NOR,McLaren,7,88.046,2.1880000000000024,-3.3029999999999973
2023,8,Canadian Grand Prix,PIA,McLaren,9,91.349,5.491,3.3029999999999973
2023,8,Canadian Grand Prix,SAI,Ferrari,8,89.294,3.435999999999993,8.679000000000002
2023,8,Canadian Grand Prix,LEC,Ferrari,11,80.615,-5.243000000000009,-8.679000000000002
2023,8,Canadian Grand Prix,ALB,Williams,10,78.725,-7.13300000000001,-4.612000000000009
2023,8,Canadian Grand Prix,SAR,Williams,19,83.337,-2.521000000000001,4.612000000000009
2023,8,Canadian Grand Prix,BOT,Alfa Romeo,15,81.821,-4.037000000000006,-1.5210000000000008
2023,8,Canadian Grand Prix,ZHO,Alfa Romeo,20,83.342,-2.5160000000000053,1.5210000000000008
2023,8,Canadian Grand Prix,TSU,AlphaTauri,16,82.746,-3.112000000000009,-0.39100000000000534
2023,8,Canadian Grand Prix,DEV,AlphaTauri,18,83.137,-2.7210000000000036,0.39100000000000534
2023,9,Austrian Grand Prix,VER,Red Bull Racing,1,64.391,0.0,-62.297
2023,9,Austrian Grand Prix,PER,Red Bull Racing,15,126.688,62.297,62.297
2023,9,Austrian Grand Prix,LEC,Ferrari,2,64.439,0.04799999999998761,-0.14200000000001012
2023,9,Austrian Grand Prix,SAI,Ferrari,3,64.581,0.18999999999999773,0.14200000000001012
2023,9,Austrian Grand Prix,NOR,McLaren,4,64.658,0.2669999999999959,-0.9470000000000027
2023,9,Austrian Grand Prix,PIA,McLaren,13,65.605,1.2139999999999986,0.9470000000000027
2023,9,Austrian Grand Prix,HAM,Mercedes,5,64.819,0.42799999999999727,-0.6089999999999947
2023,9,Austrian Grand Prix,RUS,Mercedes,11,65.428,1.036999999999992,0.6089999999999947
2023,9,Austrian Grand Prix,STR,Aston Martin,6,64.893,0.5019999999999953,-0.018000000000000682
2023,9,Austrian Grand Prix,ALO,Aston Martin,7,64.911,0.519999999999996,0.018000000000000682
2023,9,Austrian Grand Prix,HUL,Haas F1 Team,8,65.09,0.6989999999999981,-0.8810000000000002
2023,9,Austrian Grand Prix,MAG,Haas F1 Team,19,65.971,1.5799999999999983,0.8810000000000002
2023,9,Austrian Grand Prix,GAS,Alpine,9,65.17,0.7789999999999964,-0.28300000000000125
2023,9,Austrian Grand Prix,OCO,Alpine,12,65.453,1.0619999999999976,0.28300000000000125
2023,9,Austrian Grand Prix,ALB,Williams,10,65.823,1.431999999999988,-0.125
2023,9,Austrian Grand Prix,SAR,Williams,18,65.948,1.556999999999988,0.125
2023,9,Austrian Grand Prix,BOT,Alfa Romeo,14,65.68,1.2890000000000015,-0.13799999999999102
2023,9,Austrian Grand Prix,ZHO,Alfa Romeo,17,65.818,1.4269999999999925,0.13799999999999102
2023,9,Austrian Grand Prix,TSU,AlphaTauri,16,65.784,1.3930000000000007,-0.18999999999999773
2023,9,Austrian Grand Prix,DEV,AlphaTauri,20,65.974,1.5829999999999984,0.18999999999999773
2023,10,British Grand Prix,VER,Red Bull Racing,1,86.72,0.0,-3.2480000000000047
2023,10,British Grand Prix,PER,Red Bull Racing,15,89.968,3.2480000000000047,3.2480000000000047
2023,10,British Grand Prix,NOR,McLaren,2,86.961,0.24099999999999966,-0.13100000000000023
2023,10,British Grand Prix,PIA,McLaren,3,87.092,0.3719999999999999,0.13100000000000023
2023,10,British Grand Prix,LEC,Ferrari,4,87.136,0.4159999999999968,-0.012000000000000455
2023,10,British Grand Prix,SAI,Ferrari,5,87.148,0.42799999999999727,0.012000000000000455
2023,10,British Grand Prix,RUS,Mercedes,6,87.155,0.4350000000000023,-0.055999999999997385
2023,10,British Grand Prix,HAM,Mercedes,7,87.211,0.49099999999999966,0.055999999999997385
2023,10,British Grand Prix,ALB,Williams,8,87.53,0.8100000000000023,-1.5010000000000048
2023,10,British Grand Prix,SAR,Williams,14,89.031,2.311000000000007,1.5010000000000048
2023,10,British Grand Prix,ALO,Aston Martin,9,87.659,0.9390000000000072,-1.2759999999999962
2023,10,British Grand Prix,STR,Aston Martin,12,88.935,2.2150000000000034,1.2759999999999962
2023,10,British Grand Prix,GAS,Alpine,10,87.689,0.9689999999999941,-1.2670000000000101
2023,10,British Grand Prix,OCO,Alpine,13,88.956,2.236000000000004,1.2670000000000101
2023,10,British Grand Prix,HUL,Haas F1 Team,11,88.896,2.176000000000002,-3.4819999999999993
2023,10,British Grand Prix,MAG,Haas F1 Team,19,92.378,5.658000000000001,3.4819999999999993
2023,10,British Grand Prix,BOT,Alfa Romeo,15,89.798,3.078000000000003,-0.32500000000000284
2023,10,British Grand Prix,ZHO,Alfa Romeo,17,90.123,3.403000000000006,0.32500000000000284
2023,10,British Grand Prix,TSU,AlphaTauri,16,90.025,3.305000000000007,-0.48799999999999955
2023,10,British Grand Prix,DEV,AlphaTauri,18,90.513,3.7930000000000064,0.48799999999999955
2023,11,Hungarian Grand Prix,HAM,Mercedes,1,76.609,0.0,-2.4180000000000064
2023,11,Hungarian Grand Prix,RUS,Mercedes,18,79.027,2.4180000000000064,2.4180000000000064
2023,11,Hungarian Grand Prix,VER,Red Bull Racing,2,76.612,0.0030000000000001137,-0.43300000000000693
2023,11,Hungarian Grand Prix,PER,Red Bull Racing,9,77.045,0.43600000000000705,0.43300000000000693
2023,11,Hungarian Grand Prix,NOR,McLaren,3,76.694,0.08500000000000796,-0.21099999999999852
2023,11,Hungarian Grand Prix,PIA,McLaren,4,76.905,0.2960000000000065,0.21099999999999852
2023,11,Hungarian Grand Prix,ZHO,Alfa Romeo,5,76.971,0.362000000000009,-0.06300000000000239
2023,11,Hungarian Grand Prix,BOT,Alfa Romeo,7,77.034,0.42500000000001137,0.06300000000000239
2023,11,Hungarian Grand Prix,LEC,Ferrari,6,76.992,0.3830000000000098,-0.7109999999999985
2023,11,Hungarian Grand Prix,SAI,Ferrari,11,77.703,1.0940000000000083,0.7109999999999985
2023,11,Hungarian Grand Prix,ALO,Aston Martin,8,77.035,0.42600000000000193,-1.1090000000000089
2023,11,Hungarian Grand Prix,STR,Aston Martin,14,78.144,1.5350000000000108,1.1090000000000089
2023,11,Hungarian Grand Prix,HUL,Haas F1 Team,10,77.186,0.5770000000000124,-2.019999999999996
2023,11,Hungarian Grand Prix,MAG,Haas F1 Team,19,79.206,2.5970000000000084,2.019999999999996
2023,11,Hungarian Grand Prix,OCO,Alpine,12,77.841,1.2319999999999993,-0.3760000000000048
2023,11,Hungarian Grand Prix,GAS,Alpine,15,78.217,1.608000000000004,0.3760000000000048
2023,11,Hungarian Grand Prix,RIC,AlphaTauri,13,78.002,1.3930000000000007,-0.9170000000000016
2023,11,Hungarian Grand Prix,TSU,AlphaTauri,17,78.919,2.3100000000000023,0.9170000000000016
2023,11,Hungarian Grand Prix,ALB,Williams,16,78.917,2.308000000000007,-0.33100000000000307
2023,11,Hungarian Grand Prix,SAR,Williams,20,79.248,2.63900000000001,0.33100000000000307
2023,12,Belgian Grand Prix,VER,Red Bull Racing,1,106.168,0.0,-0.8769999999999953
2023,12,Belgian Grand Prix,PER,Red Bull Racing,3,107.045,0.8769999999999953,0.8769999999999953
2023,12,Belgian Grand Prix,LEC,Ferrari,2,106.988,0.8199999999999932,-0.16400000000000148
2023,12,Belgian Grand Prix,SAI,Ferrari,5,107.152,0.9839999999999947,0.16400000000000148
2023,12,Belgian Grand Prix,HAM,Mercedes,4,107.087,0.9189999999999969,-0.7180000000000035
2023,12,Belgian Grand Prix,RUS,Mercedes,8,107.805,1.6370000000000005,0.7180000000000035
2023,12,Belgian Grand Prix,PIA,McLaren,6,107.365,1.1969999999999885,-0.30400000000000205
2023,12,Belgian Grand Prix,NOR,McLaren,7,107.669,1.5009999999999906,0.30400000000000205
2023,12,Belgian Grand Prix,ALO,Aston Martin,9,107.843,1.6749999999999972,-0.9979999999999905
2023,12,Belgian Grand Prix,STR,Aston Martin,10,108.841,2.6729999999999876,0.9979999999999905
2023,12,Belgian Grand Prix,TSU,AlphaTauri,11,113.148,6.97999999999999,-9.01100000000001
2023,12,Belgian Grand Prix,RIC,AlphaTauri,19,122.159,15.991,9.01100000000001
2023,12,Belgian Grand Prix,GAS,Alpine,12,113.671,7.503,-2.7009999999999934
2023,12,Belgian Grand Prix,OCO,Alpine,15,116.372,10.203999999999994,2.7009999999999934
2023,12,Belgian Grand Prix,MAG,Haas F1 Team,13,114.16,7.99199999999999,-9.006
2023,12,Belgian Grand Prix,HUL,Haas F1 Team,20,123.166,16.99799999999999,9.006
2023,12,Belgian Grand Prix,BOT,Alfa Romeo,14,114.694,8.525999999999996,-6.137999999999991
2023,12,Belgian Grand Prix,ZHO,Alfa Romeo,17,120.832,14.663999999999987,6.137999999999991
2023,12,Belgian Grand Prix,ALB,Williams,16,120.314,14.145999999999987,-1.2210000000000036
2023,12,Belgian Grand Prix,SAR,Williams,18,121.535,15.36699999999999,1.2210000000000036
2023,13,Dutch Grand Prix,VER,Red Bull Racing,1,70.567,0.0,-1.3130000000000024
2023,13,Dutch Grand Prix,PER,Red Bull Racing,7,71.88,1.3130000000000024,1.3130000000000024
2023,13,Dutch Grand Prix,NOR,McLaren,2,71.104,0.5370000000000061,-0.8340000000000032
2023,13,Dutch Grand Prix,PIA,McLaren,8,71.938,1.3710000000000093,0.8340000000000032
2023,13,Dutch Grand Prix,RUS,Mercedes,3,71.294,0.7270000000000039,-8.857
2023,13,Dutch Grand Prix,HAM,Mercedes,13,80.151,9.584000000000003,8.857
2023,13,Dutch Grand Prix,ALB,Williams,4,71.419,0.8520000000000039,-5.329000000000008
2023,13,Dutch Grand Prix,SAR,Williams,10,76.748,6.181000000000012,5.329000000000008
2023,13,Dutch Grand Prix,ALO,Aston Martin,5,71.506,0.9390000000000072,-8.614999999999995
2023,13,Dutch Grand Prix,STR,Aston Martin,11,80.121,9.554000000000002,8.614999999999995
2023,13,Dutch Grand Prix,SAI,Ferrari,6,71.754,1.1870000000000118,-0.9110000000000014
2023,13,Dutch Grand Prix,LEC,Ferrari,9,72.665,2.098000000000013,0.9110000000000014
2023,13,Dutch Grand Prix,GAS,Alpine,12,80.128,9.561000000000007,-1.9819999999999993
2023,13,Dutch Grand Prix,OCO,Alpine,17,82.11,11.543000000000006,1.9819999999999993
2023,13,Dutch Grand Prix,TSU,AlphaTauri,14,80.23,9.663000000000011,-3.1899999999999977
2023,13,Dutch Grand Prix,LAW,AlphaTauri,20,83.42,12.853000000000009,3.1899999999999977
2023,13,Dutch Grand Prix,HUL,Haas F1 Team,15,80.25,9.683000000000007,-1.941999999999993
2023,13,Dutch Grand Prix,MAG,Haas F1 Team,18,82.192,11.625,1.941999999999993
2023,13,Dutch Grand Prix,ZHO,Alfa Romeo,16,82.067,11.5,-0.19300000000001205
2023,13,Dutch Grand Prix,BOT,Alfa Romeo,19,82.26,11.693000000000012,0.19300000000001205
2023,14,Italian Grand Prix,SAI,Ferrari,1,80.294,0.0,-0.06700000000000728
2023,14,Italian Grand Prix,LEC,Ferrari,3,80.361,0.06700000000000728,0.06700000000000728
2023,14,Italian Grand Prix,VER,Red Bull Racing,2,80.307,0.01300000000000523,-0.3810000000000002
2023,14,Italian Grand Prix,PER,Red Bull Racing,5,80.688,0.39400000000000546,0.3810000000000002
2023,14,Italian Grand Prix,RUS,Mercedes,4,80.671,0.37700000000000955,-0.1489999999999867
2023,14,Italian Grand Prix,HAM,Mercedes,8,80.82,0.5259999999999962,0.1489999999999867
2023,14,Italian Grand Prix,ALB,Williams,6,80.76,0.4660000000000082,-1.1839999999999975
2023,14,Italian Grand Prix,SAR,Williams,15,81.944,1.6500000000000057,1.1839999999999975
2023,14,Italian Grand Prix,PIA,McLaren,7,80.785,0.49099999999999966,-0.19400000000000261
2023,14,Italian Grand Prix,NOR,McLaren,9,80.979,0.6850000000000023,0.19400000000000261
2023,14,Italian Grand Prix,ALO,Aston Martin,10,81.417,1.1230000000000047,-1.4429999999999978
2023,14,Italian Grand Prix,STR,Aston Martin,20,82.86,2.5660000000000025,1.4429999999999978
2023,14,Italian Grand Prix,TSU,AlphaTauri,11,81.594,1.2999999999999972,-0.16400000000000148
2023,14,Italian Grand Prix,LAW,AlphaTauri,12,81.758,1.4639999999999986,0.16400000000000148
2023,14,Italian Grand Prix,HUL,Haas F1 Team,13,81.776,1.4819999999999993,-0.8160000000000025
2023,14,Italian Grand Prix,MAG,Haas F1 Team,19,82.592,2.298000000000002,0.8160000000000025
2023,14,Italian Grand Prix,BOT,Alfa Romeo,14,81.94,1.6460000000000008,-0.45000000000000284
2023,14,Italian Grand Prix,ZHO,Alfa Romeo,16,82.39,2.0960000000000036,0.45000000000000284
2023,14,Italian Grand Prix,GAS,Alpine,17,82.545,2.2510000000000048,-0.0030000000000001137
2023,14,Italian Grand Prix,OCO,Alpine,18,82.548,2.254000000000005,0.0030000000000001137
2023,15,Singapore Grand Prix,SAI,Ferrari,1,90.984,0.0,-0.07900000000000773
2023,15,Singapore Grand Prix,LEC,Ferrari,3,91.063,0.07900000000000773,0.07900000000000773
2023,15,Singapore Grand Prix,RUS,Mercedes,2,91.056,0.07200000000000273,-0.42900000000000205
2023,15,Singapore Grand Prix,HAM,Mercedes,5,91.485,0.5010000000000048,0.42900000000000205
2023,15,Singapore Grand Prix,NOR,McLaren,4,91.27,0.28600000000000136,-1.632000000000005
2023,15,Singapore Grand Prix,PIA,McLaren,17,92.902,1.9180000000000064,1.632000000000005
2023,15,Singapore Grand Prix,MAG,Haas F1 Team,6,91.575,0.5910000000000082,-0.2330000000000041
2023,15,Singapore Grand Prix,HUL,Haas F1 Team,9,91.808,0.8240000000000123,0.2330000000000041
2023,15,Singapore Grand Prix,ALO,Aston Martin,7,91.615,0.6310000000000002,-1.7820000000000107
2023,15,Singapore Grand Prix,STR,Aston Martin,20,93.397,2.413000000000011,1.7820000000000107
2023,15,Singapore Grand Prix,OCO,Alpine,8,91.673,0.6890000000000072,-0.6009999999999991
2023,15,Singapore Grand Prix,GAS,Alpine,12,92.274,1.2900000000000063,0.6009999999999991
2023,15,Singapore Grand Prix,LAW,AlphaTauri,10,92.268,1.284000000000006,0.277000000000001
2023,15,Singapore Grand Prix,TSU,AlphaTauri,15,91.991,1.007000000000005,-0.277000000000001
2023,15,Singapore Grand Prix,VER,Red Bull Racing,11,92.173,1.1890000000000072,-0.13700000000000045
2023,15,Singapore Grand Prix,PER,Red Bull Racing,13,92.31,1.3260000000000076,0.13700000000000045
2023,15,Singapore Grand Prix,ALB,Williams,14,93.719,2.7349999999999994,0.46699999999999875
2023,15,Singapore Grand Prix,SAR,Williams,18,93.252,2.2680000000000007,-0.46699999999999875
2023,15,Singapore Grand Prix,BOT,Alfa Romeo,16,92.809,1.8250000000000028,-0.44899999999999807
2023,15,Singapore Grand Prix,ZHO,Alfa Romeo,19,93.258,2.274000000000001,0.44899999999999807
2023,16,Japanese Grand Prix,VER,Red Bull Racing,1,88.877,0.0,-0.7730000000000103
2023,16,Japanese Grand Prix,PER,Red Bull Racing,5,89.65,0.7730000000000103,0.7730000000000103
2023,16,Japanese Grand Prix,PIA,McLaren,2,89.458,0.5810000000000031,-0.03499999999999659
2023,16,Japanese Grand Prix,NOR,McLaren,3,89.493,0.6159999999999997,0.03499999999999659
2023,16,Japanese Grand Prix,LEC,Ferrari,4,89.542,0.6650000000000063,-0.3079999999999927
2023,16,Japanese Grand Prix,SAI,Ferrari,6,89.85,0.972999999999999,0.3079999999999927
2023,16,Japanese Grand Prix,HAM,Mercedes,7,89.908,1.031000000000006,-0.31099999999999284
2023,16,Japanese Grand Prix,RUS,Mercedes,8,90.219,1.3419999999999987,0.31099999999999284
2023,16,Japanese Grand Prix,TSU,AlphaTauri,9,90.303,1.426000000000002,-0.2049999999999983
2023,16,Japanese Grand Prix,LAW,AlphaTauri,11,90.508,1.6310000000000002,0.2049999999999983
2023,16,Japanese Grand Prix,ALO,Aston Martin,10,90.56,1.683000000000007,-0.6209999999999951
2023,16,Japanese Grand Prix,STR,Aston Martin,17,91.181,2.304000000000002,0.6209999999999951
2023,16,Japanese Grand Prix,GAS,Alpine,12,90.509,1.632000000000005,-0.07699999999999818
2023,16,Japanese Grand Prix,OCO,Alpine,14,90.586,1.7090000000000032,0.07699999999999818
2023,16,Japanese Grand Prix,ALB,Williams,13,90.537,1.6600000000000108,0.0
2023,16,Japanese Grand Prix,MAG,Haas F1 Team,15,90.665,1.788000000000011,-0.6340000000000003
2023,16,Japanese Grand Prix,HUL,Haas F1 Team,18,91.299,2.4220000000000113,0.6340000000000003
2023,16,Japanese Grand Prix,BOT,Alfa Romeo,16,91.049,2.1720000000000113,-0.34899999999998954
2023,16,Japanese Grand Prix,ZHO,Alfa Romeo,19,91.398,2.521000000000001,0.34899999999998954
2023,17,Qatar Grand Prix,VER,Red Bull Racing,1,83.778,0.0,-1.6839999999999975
2023,17,Qatar Grand Prix,PER,Red Bull Racing,13,85.462,1.6839999999999975,1.6839999999999975
2023,17,Qatar Grand Prix,RUS,Mercedes,2,84.219,0.4409999999999883,-0.08600000000001273
2023,17,Qatar Grand Prix,HAM,Mercedes,3,84.305,0.527000000000001,0.08600000000001273
2023,17,Qatar Grand Prix,ALO,Aston Martin,4,84.369,0.590999999999994,-1.975999999999999
2023,17,Qatar Grand Prix,STR,Aston Martin,17,86.345,2.566999999999993,1.975999999999999
2023,17,Qatar Grand Prix,LEC,Ferrari,5,84.424,0.6460000000000008,-0.9039999999999964
2023,17,Qatar Grand Prix,SAI,Ferrari,12,85.328,1.5499999999999972,0.9039999999999964
2023,17,Qatar Grand Prix,PIA,McLaren,6,84.54,0.7620000000000005,-0.14499999999999602
2023,17,Qatar Grand Prix,NOR,McLaren,10,84.685,0.9069999999999965,0.14499999999999602
2023,17,Qatar Grand Prix,GAS,Alpine,7,84.553,0.7749999999999915,-0.21000000000000796
2023,17,Qatar Grand Prix,OCO,Alpine,8,84.763,0.9849999999999994,0.21000000000000796
2023,17,Qatar Grand Prix,BOT,Alfa Romeo,9,85.058,1.2800000000000011,-2.3739999999999952
2023,17,Qatar Grand Prix,ZHO,Alfa Romeo,20,87.432,3.6539999999999964,2.3739999999999952
2023,17,Qatar Grand Prix,TSU,AlphaTauri,11,85.301,1.5229999999999961,-1.3340000000000032
2023,17,Qatar Grand Prix,LAW,AlphaTauri,18,86.635,2.8569999999999993,1.3340000000000032
2023,17,Qatar Grand Prix,ALB,Williams,14,85.707,1.9289999999999878,-0.5030000000000001
2023,17,Qatar Grand Prix,SAR,Williams,16,86.21,2.431999999999988,0.5030000000000001
2023,17,Qatar Grand Prix,HUL,Haas F1 Team,15,85.783,2.0049999999999955,-1.2630000000000052
2023,17,Qatar Grand Prix,MAG,Haas F1 Team,19,87.046,3.2680000000000007,1.2630000000000052
2023,18,United States Grand Prix,LEC,Ferrari,1,94.723,0.0,-0.2219999999999942
2023,18,United States Grand Prix,SAI,Ferrari,4,94.945,0.2219999999999942,0.2219999999999942
2023,18,United States Grand Prix,NOR,McLaren,2,94.853,0.12999999999999545,-0.6140000000000043
2023,18,United States Grand Prix,PIA,McLaren,10,95.467,0.7439999999999998,0.6140000000000043
2023,18,United States Grand Prix,HAM,Mercedes,3,94.862,0.1389999999999958,-0.21699999999999875
2023,18,United States Grand Prix,RUS,Mercedes,5,95.079,0.35599999999999454,0.21699999999999875
2023,18,United States Grand Prix,VER,Red Bull Racing,6,95.081,0.3580000000000041,-0.09199999999999875
2023,18,United States Grand Prix,PER,Red Bull Racing,9,95.173,0.45000000000000284,0.09199999999999875
2023,18,United States Grand Prix,GAS,Alpine,7,95.089,0.36599999999999966,-0.06499999999999773
2023,18,United States Grand Prix,OCO,Alpine,8,95.154,0.4309999999999974,0.06499999999999773
2023,18,United States Grand Prix,TSU,AlphaTauri,11,95.697,0.9740000000000038,-0.277000000000001
2023,18,United States Grand Prix,RIC,AlphaTauri,15,95.974,1.2510000000000048,0.277000000000001
2023,18,United States Grand Prix,ZHO,Alfa Romeo,12,95.698,0.9749999999999943,-0.1600000000000108
2023,18,United States Grand Prix,BOT,Alfa Romeo,13,95.858,1.1350000000000051,0.1600000000000108
2023,18,United States Grand Prix,MAG,Haas F1 Team,14,95.88,1.1569999999999965,-0.355000000000004
2023,18,United States Grand Prix,HUL,Haas F1 Team,16,96.235,1.5120000000000005,0.355000000000004
2023,18,United States Grand Prix,ALO,Aston Martin,17,96.268,1.5450000000000017,-0.32099999999999795
2023,18,United States Grand Prix,STR,Aston Martin,19,96.589,1.8659999999999997,0.32099999999999795
2023,18,United States Grand Prix,ALB,Williams,18,96.315,1.5919999999999987,-0.5120000000000005
2023,18,United States Grand Prix,SAR,Williams,20,96.827,2.103999999999999,0.5120000000000005
2023,19,Mexico City Grand Prix,LEC,Ferrari,1,77.166,0.0,-0.06700000000000728
2023,19,Mexico City Grand Prix,SAI,Ferrari,2,77.233,0.06700000000000728,0.06700000000000728
2023,19,Mexico City Grand Prix,VER,Red Bull Racing,3,77.263,0.09700000000000841,-0.1599999999999966
2023,19,Mexico City Grand Prix,PER,Red Bull Racing,5,77.423,0.257000000000005,0.1599999999999966
2023,19,Mexico City Grand Prix,RIC,AlphaTauri,4,77.382,0.21600000000000819,-1.5079999999999956
2023,19,Mexico City Grand Prix,TSU,AlphaTauri,15,78.89,1.7240000000000038,1.5079999999999956
2023,19,Mexico City Grand Prix,HAM,Mercedes,6,77.454,0.2879999999999967,-0.22000000000001307
2023,19,Mexico City Grand Prix,RUS,Mercedes,8,77.674,0.5080000000000098,0.22000000000001307
2023,19,Mexico City Grand Prix,PIA,McLaren,7,77.623,0.45700000000000784,-3.9309999999999974
2023,19,Mexico City Grand Prix,NOR,McLaren,19,81.554,4.388000000000005,3.9309999999999974
2023,19,Mexico City Grand Prix,BOT,Alfa Romeo,9,78.032,0.8659999999999997,-0.018000000000000682
2023,19,Mexico City Grand Prix,ZHO,Alfa Romeo,10,78.05,0.8840000000000003,0.018000000000000682
2023,19,Mexico City Grand Prix,GAS,Alpine,11,78.521,1.355000000000004,-0.5589999999999975
2023,19,Mexico City Grand Prix,OCO,Alpine,16,79.08,1.9140000000000015,0.5589999999999975
2023,19,Mexico City Grand Prix,HUL,Haas F1 Team,12,78.524,1.358000000000004,-0.6389999999999958
2023,19,Mexico City Grand Prix,MAG,Haas F1 Team,17,79.163,1.9969999999999999,0.6389999999999958
2023,19,Mexico City Grand Prix,ALO,Aston Martin,13,78.738,1.5720000000000027,-0.4890000000000043
2023,19,Mexico City Grand Prix,STR,Aston Martin,18,79.227,2.061000000000007,0.4890000000000043
2023,19,Mexico City Grand Prix,ALB,Williams,14,79.147,1.9810000000000088,0.0
2023,20,São Paulo Grand Prix,VER,Red Bull Racing,1,70.727,0.0,-1.593999999999994
2023,20,São Paulo Grand Prix,PER,Red Bull Racing,9,72.321,1.593999999999994,1.593999999999994
2023,20,São Paulo Grand Prix,LEC,Ferrari,2,71.021,0.29399999999999693,-0.9680000000000035
2023,20,São Paulo Grand Prix,SAI,Ferrari,8,71.989,1.2620000000000005,0.9680000000000035
2023,20,São Paulo Grand Prix,STR,Aston Martin,3,71.344,0.6169999999999902,-0.043000000000006366
2023,20,São Paulo Grand Prix,ALO,Aston Martin,4,71.387,0.6599999999999966,0.043000000000006366
2023,20,São Paulo Grand Prix,HAM,Mercedes,5,71.469,0.7419999999999902,-0.12100000000000932
2023,20,São Paulo Grand Prix,RUS,Mercedes,6,71.59,0.8629999999999995,0.12100000000000932
2023,20,São Paulo Grand Prix,NOR,McLaren,7,71.987,1.259999999999991,1.6569999999999965
2023,20,São Paulo Grand Prix,PIA,McLaren,10,70.33,-0.39700000000000557,-1.6569999999999965
2023,20,São Paulo Grand Prix,HUL,Haas F1 Team,11,70.547,-0.18000000000000682,-0.17600000000000193
2023,20,São Paulo Grand Prix,MAG,Haas F1 Team,14,70.723,-0.0040000000000048885,0.17600000000000193
